id,name,country_id/id
ch_city_dubendorf_1,Dübendorf 1,base.ch
ch_city_altdorf_sh,Altdorf SH,base.ch
ch_city_zwischenfluh,Zwischenflüh,base.ch
ch_city_villa_ayent,Villa (Ayent),base.ch
ch_city_savosa,Savosa,base.ch
ch_city_la_chatagne,La Châtagne,base.ch
ch_city_denens,Denens,base.ch
ch_city_cugy_vd,Cugy VD,base.ch
ch_city_weisslingen,Weisslingen,base.ch
ch_city_chesieres,Chesières,base.ch
ch_city_schaffhausen_1_zust,Schaffhausen 1 Zust,base.ch
ch_city_ollon_vs,Ollon VS,base.ch
ch_city_villars_sous_champvent,Villars-sous-Champvent,base.ch
ch_city_emmenbrucke,Emmenbrücke,base.ch
ch_city_buren_nw,Büren NW,base.ch
ch_city_bertschikon,Bertschikon,base.ch
ch_city_montmollin,Montmollin,base.ch
ch_city_petit_lancy_1,Petit-Lancy 1,base.ch
ch_city_sfazu,Sfazù,base.ch
ch_city_morissen,Morissen,base.ch
ch_city_belp_zustellung,Belp Zustellung,base.ch
ch_city_veysonnaz,Veysonnaz,base.ch
ch_city_felben_wellhausen,Felben-Wellhausen,base.ch
ch_city_ocourt,Ocourt,base.ch
ch_city_bern_22,Bern 22,base.ch
ch_city_saviese,Savièse,base.ch
ch_city_egliswil,Egliswil,base.ch
ch_city_minusio,Minusio,base.ch
ch_city_arvigo,Arvigo,base.ch
ch_city_adlikon_b_regensdorf,Adlikon b. Regensdorf,base.ch
ch_city_thundorf,Thundorf,base.ch
ch_city_grandevent,Grandevent,base.ch
ch_city_leimiswil,Leimiswil,base.ch
ch_city_lieffrens,Lieffrens,base.ch
ch_city_zurich_1,Zürich 1,base.ch
ch_city_gsteigwiler,Gsteigwiler,base.ch
ch_city_mannedorf,Männedorf,base.ch
ch_city_la_sagne,La Sagne,base.ch
ch_city_st_oyens,St-Oyens,base.ch
ch_city_palasuit_liddes,Palasuit (Liddes),base.ch
ch_city_produit_leytron,Produit (Leytron),base.ch
ch_city_les_reussilles,Les Reussilles,base.ch
ch_city_blignou_ayent,Blignou (Ayent),base.ch
ch_city_wohlen_ag_2,Wohlen AG 2,base.ch
ch_city_villeneuve_vd,Villeneuve VD,base.ch
ch_city_sils/segl_baselgia,Sils/Segl Baselgia,base.ch
ch_city_st_gallen_1_annahme,St. Gallen 1 Annahme,base.ch
ch_city_meierskappel,Meierskappel,base.ch
ch_city_stels,Stels,base.ch
ch_city_monte_bre_sopra_locarno,Monte Brè sopra Locarno,base.ch
ch_city_mellikon,Mellikon,base.ch
ch_city_levron,Levron,base.ch
ch_city_bonigen_b_interlaken,Bönigen b. Interlaken,base.ch
ch_city_rossura,Rossura,base.ch
ch_city_geneve_2,Genève 2,base.ch
ch_city_vinelz,Vinelz,base.ch
ch_city_frumsen,Frümsen,base.ch
ch_city_st_gallen_kc_pkgk_5,St. Gallen KC PKGK 5,base.ch
ch_city_niedergesteln,Niedergesteln,base.ch
ch_city_surcasti,Surcasti,base.ch
ch_city_motiers,Môtiers,base.ch
ch_city_felsenau_ag,Felsenau AG,base.ch
ch_city_cheseaux_noreaz,Cheseaux-Noréaz,base.ch
ch_city_zuchwil,Zuchwil,base.ch
ch_city_am_bach_avers,Am Bach (Avers),base.ch
ch_city_trachslau,Trachslau,base.ch
ch_city_riken_ag,Riken AG,base.ch
ch_city_fribourg_1_depot,Fribourg 1 Dépôt,base.ch
ch_city_rothrist,Rothrist,base.ch
ch_city_bellach,Bellach,base.ch
ch_city_aathal_seegraben,Aathal-Seegräben,base.ch
ch_city_thayngen_zustellung,Thayngen Zustellung,base.ch
ch_city_wallbach,Wallbach,base.ch
ch_city_montagnola,Montagnola,base.ch
ch_city_chexbres_distribution,Chexbres Distribution,base.ch
ch_city_buren_an_der_aare,Büren an der Aare,base.ch
ch_city_schwyz_kantonalbank,Schwyz Kantonalbank,base.ch
ch_city_le_lignon_distribution,Le Lignon Distribution,base.ch
ch_city_altstatten_sg,Altstätten SG,base.ch
ch_city_eschlikon_tg,Eschlikon TG,base.ch
ch_city_enggistein,Enggistein,base.ch
ch_city_gempenach,Gempenach,base.ch
ch_city_monthey_1_distribution,Monthey 1 Distribution,base.ch
ch_city_gumligen,Gümligen,base.ch
ch_city_furstenaubruck,Fürstenaubruck,base.ch
ch_city_corcelles_pres_payerne,Corcelles-près-Payerne,base.ch
ch_city_maracon,Maracon,base.ch
ch_city_bussy_fr,Bussy FR,base.ch
ch_city_hofen_b_thun,Höfen b. Thun,base.ch
ch_city_cadenazzo_cll_ap,Cadenazzo CLL AP,base.ch
ch_city_asp,Asp,base.ch
ch_city_ospizio_bernina,Ospizio Bernina,base.ch
ch_city_niederlenz,Niederlenz,base.ch
ch_city_cudrefin,Cudrefin,base.ch
ch_city_tagertschi,Tägertschi,base.ch
ch_city_utzenstorf,Utzenstorf,base.ch
ch_city_elfingen,Elfingen,base.ch
ch_city_putz,Putz,base.ch
ch_city_morges,Morges,base.ch
ch_city_hohtenn,Hohtenn,base.ch
ch_city_solothurn_bahnhof_sbb,Solothurn Bahnhof SBB,base.ch
ch_city_niedergosgen,Niedergösgen,base.ch
ch_city_gadmen,Gadmen,base.ch
ch_city_rigi_klosterli,Rigi Klösterli,base.ch
ch_city_castasegna,Castasegna,base.ch
ch_city_moleson_sur_gruyeres,Moléson-sur-Gruyères,base.ch
ch_city_giornico,Giornico,base.ch
ch_city_munsingen,Münsingen,base.ch
ch_city_hofen_sh,Hofen SH,base.ch
ch_city_thorishaus,Thörishaus,base.ch
ch_city_peney_le_jorat,Peney-le-Jorat,base.ch
ch_city_schwadernau,Schwadernau,base.ch
ch_city_steinhaus,Steinhaus,base.ch
ch_city_uetliberg,Uetliberg,base.ch
ch_city_grafenort,Grafenort,base.ch
ch_city_essertines_sur_rolle,Essertines-sur-Rolle,base.ch
ch_city_langendorf,Langendorf,base.ch
ch_city_oberlunkhofen,Oberlunkhofen,base.ch
ch_city_feldbrunnen,Feldbrunnen,base.ch
ch_city_posat,Posat,base.ch
ch_city_ranzo,Ranzo,base.ch
ch_city_masein,Masein,base.ch
ch_city_mont_de_buttes,Mont-de-Buttes,base.ch
ch_city_monchaltorf,Mönchaltorf,base.ch
ch_city_sulz,Sulz,base.ch
ch_city_agasul,Agasul,base.ch
ch_city_balm_b_gunsberg,Balm b. Günsberg,base.ch
ch_city_tumegl/tomils,Tumegl/Tomils,base.ch
ch_city_noreaz,Noréaz,base.ch
ch_city_lipperswil,Lipperswil,base.ch
ch_city_coeuve,Coeuve,base.ch
ch_city_rorschach_zustellung,Rorschach Zustellung,base.ch
ch_city_plagne,Plagne,base.ch
ch_city_grossaffoltern,Grossaffoltern,base.ch
ch_city_walterswil_be,Walterswil BE,base.ch
ch_city_buttenhardt,Büttenhardt,base.ch
ch_city_veltheim_ag,Veltheim AG,base.ch
ch_city_rapperswil_be,Rapperswil BE,base.ch
ch_city_fribourg_1,Fribourg 1,base.ch
ch_city_feusisberg,Feusisberg,base.ch
ch_city_echichens,Echichens,base.ch
ch_city_fribourg,Fribourg,base.ch
ch_city_mettembert,Mettembert,base.ch
ch_city_hospental,Hospental,base.ch
ch_city_retschwil,Retschwil,base.ch
ch_city_waldenburg,Waldenburg,base.ch
ch_city_emmenmatt,Emmenmatt,base.ch
ch_city_bevaix,Bevaix,base.ch
ch_city_braunau,Braunau,base.ch
ch_city_romanel_sur_morges,Romanel-sur-Morges,base.ch
ch_city_le_cerneux_pequignot,Le Cerneux-Péquignot,base.ch
ch_city_staufen,Staufen,base.ch
ch_city_damvant,Damvant,base.ch
ch_city_mandach,Mandach,base.ch
ch_city_greng,Greng,base.ch
ch_city_cotterd,Cotterd,base.ch
ch_city_zollikofen_zustellung,Zollikofen Zustellung,base.ch
ch_city_begnins,Begnins,base.ch
ch_city_attiswil,Attiswil,base.ch
ch_city_lutisburg,Lütisburg,base.ch
ch_city_onex,Onex,base.ch
ch_city_erde,Erde,base.ch
ch_city_campello,Campello,base.ch
ch_city_rudtligen,Rüdtligen,base.ch
ch_city_andeer,Andeer,base.ch
ch_city_schuders,Schuders,base.ch
ch_city_develier,Develier,base.ch
ch_city_seewis_pardisla,Seewis-Pardisla,base.ch
ch_city_buchs_ag,Buchs AG,base.ch
ch_city_weissenburg,Weissenburg,base.ch
ch_city_risch,Risch,base.ch
ch_city_winterthur,Winterthur,base.ch
ch_city_celerina/schlarigna,Celerina/Schlarigna,base.ch
ch_city_leimbach_tg,Leimbach TG,base.ch
ch_city_marwil,Märwil,base.ch
ch_city_trogne_st_martin,Trogne (St-Martin),base.ch
ch_city_zenauva,Zénauva,base.ch
ch_city_grund_b_gstaad,Grund b. Gstaad,base.ch
ch_city_lusslingen,Lüsslingen,base.ch
ch_city_rheineck_zustellung,Rheineck Zustellung,base.ch
ch_city_luzern_altstadt,Luzern Altstadt,base.ch
ch_city_faoug,Faoug,base.ch
ch_city_cimadera,Cimadera,base.ch
ch_city_basel_shell_dreispitz,Basel Shell Dreispitz,base.ch
ch_city_emmenbrucke_1_zustellung,Emmenbrücke 1 Zustellung,base.ch
ch_city_fahrweid,Fahrweid,base.ch
ch_city_ardez,Ardez,base.ch
ch_city_staad_sg,Staad SG,base.ch
ch_city_bossonnens,Bossonnens,base.ch
ch_city_pohlern,Pohlern,base.ch
ch_city_le_mouret,Le Mouret,base.ch
ch_city_felsberg,Felsberg,base.ch
ch_city_agriswil,Agriswil,base.ch
ch_city_blumenstein,Blumenstein,base.ch
ch_city_grattavache,Grattavache,base.ch
ch_city_baldingen,Baldingen,base.ch
ch_city_reisiswil,Reisiswil,base.ch
ch_city_palezieux,Palézieux,base.ch
ch_city_les_avanchets,Les Avanchets,base.ch
ch_city_ruschlikon,Rüschlikon,base.ch
ch_city_wattenwil,Wattenwil,base.ch
ch_city_cham_2,Cham 2,base.ch
ch_city_givisiez_db_afp,Givisiez DB AFP,base.ch
ch_city_sool,Sool,base.ch
ch_city_maur,Maur,base.ch
ch_city_nyon_1_distribution,Nyon 1 Distribution,base.ch
ch_city_lignerolle,Lignerolle,base.ch
ch_city_praz,Präz,base.ch
ch_city_glis,Glis,base.ch
ch_city_wilihof,Wilihof,base.ch
ch_city_castaneda,Castaneda,base.ch
ch_city_sissach_zustellung,Sissach Zustellung,base.ch
ch_city_brenles,Brenles,base.ch
ch_city_eschenz,Eschenz,base.ch
ch_city_niedermuhlern,Niedermuhlern,base.ch
ch_city_stafa,Stäfa,base.ch
ch_city_bofflens,Bofflens,base.ch
ch_city_muhlau,Mühlau,base.ch
ch_city_amsoldingen,Amsoldingen,base.ch
ch_city_bonau,Bonau,base.ch
ch_city_allschwil_zustellung,Allschwil Zustellung,base.ch
ch_city_schneisingen,Schneisingen,base.ch
ch_city_jongny_distribution,Jongny Distribution,base.ch
ch_city_coppet_distribution,Coppet Distribution,base.ch
ch_city_eggiwil,Eggiwil,base.ch
ch_city_geneve_11,Genève 11,base.ch
ch_city_vucherens,Vucherens,base.ch
ch_city_basel_spi_as_25,Basel SPI AS 25,base.ch
ch_city_romanel_sur_lausanne_shell,Romanel-sur-Lausanne Shell,base.ch
ch_city_gutenburg,Gutenburg,base.ch
ch_city_treyfayes,Treyfayes,base.ch
ch_city_uvrier,Uvrier,base.ch
ch_city_effretikon_bahnhof_sbb,Effretikon Bahnhof SBB,base.ch
ch_city_gammen,Gammen,base.ch
ch_city_vuisternens_en_ogoz,Vuisternens-en-Ogoz,base.ch
ch_city_kriens_logistikzentrum,Kriens Logistikzentrum,base.ch
ch_city_klosters_zustellung,Klosters Zustellung,base.ch
ch_city_bischofszell,Bischofszell,base.ch
ch_city_salmsach,Salmsach,base.ch
ch_city_goldswil_b_interlaken,Goldswil b. Interlaken,base.ch
ch_city_niederdorf,Niederdorf,base.ch
ch_city_les_plans_sur_bex,Les Plans-sur-Bex,base.ch
ch_city_schonenwerd_zustellung,Schönenwerd Zustellung,base.ch
ch_city_ramsen,Ramsen,base.ch
ch_city_wermatswil,Wermatswil,base.ch
ch_city_vaux_sur_morges,Vaux-sur-Morges,base.ch
ch_city_lausanne_22,Lausanne 22,base.ch
ch_city_sorens,Sorens,base.ch
ch_city_bern_77_sbv,Bern 77 SBV,base.ch
ch_city_zurich_kanton_annahme,Zürich Kanton Annahme,base.ch
ch_city_bottens,Bottens,base.ch
ch_city_necker,Necker,base.ch
ch_city_ausserberg,Ausserberg,base.ch
ch_city_flurlingen,Flurlingen,base.ch
ch_city_grabserberg,Grabserberg,base.ch
ch_city_spiez,Spiez,base.ch
ch_city_riex,Riex,base.ch
ch_city_allaman,Allaman,base.ch
ch_city_oberhofen_am_thunersee,Oberhofen am Thunersee,base.ch
ch_city_zollbruck,Zollbrück,base.ch
ch_city_signy,Signy,base.ch
ch_city_arnex_sur_orbe,Arnex-sur-Orbe,base.ch
ch_city_stoos_sz,Stoos SZ,base.ch
ch_city_lauterbrunnen,Lauterbrunnen,base.ch
ch_city_trachselwald,Trachselwald,base.ch
ch_city_uster_2,Uster 2,base.ch
ch_city_villette,Villette,base.ch
ch_city_kyburg_buchegg,Kyburg-Buchegg,base.ch
ch_city_mathon,Mathon,base.ch
ch_city_gstaad,Gstaad,base.ch
ch_city_reinach_ag,Reinach AG,base.ch
ch_city_lutzenberg,Lutzenberg,base.ch
ch_city_giubiasco,Giubiasco,base.ch
ch_city_luchsingen,Luchsingen,base.ch
ch_city_delemont_car_postal_ju_ne,Delémont car postal JU-NE,base.ch
ch_city_birr,Birr,base.ch
ch_city_martigny_croix,Martigny-Croix,base.ch
ch_city_rufi,Rufi,base.ch
ch_city_la_tour_de_peilz,La Tour-de-Peilz,base.ch
ch_city_les_hauderes,Les Haudères,base.ch
ch_city_lutry_distribution,Lutry Distribution,base.ch
ch_city_vezio,Vezio,base.ch
ch_city_bargen_sh,Bargen SH,base.ch
ch_city_wallenbuch,Wallenbuch,base.ch
ch_city_furstenau,Fürstenau,base.ch
ch_city_root_zustellung,Root Zustellung,base.ch
ch_city_curaglia,Curaglia,base.ch
ch_city_dietschwil,Dietschwil,base.ch
ch_city_ardon,Ardon,base.ch
ch_city_schwarzenbach_lu,Schwarzenbach LU,base.ch
ch_city_alpnach_zustellung,Alpnach Zustellung,base.ch
ch_city_gasenried,Gasenried,base.ch
ch_city_airolo_caserma,Airolo Caserma,base.ch
ch_city_waldkirch,Waldkirch,base.ch
ch_city_tagelswangen,Tagelswangen,base.ch
ch_city_holzhausern,Holzhäusern,base.ch
ch_city_magenwil_hub,Mägenwil HUB,base.ch
ch_city_hunzenschwil,Hunzenschwil,base.ch
ch_city_laax_gr,Laax GR,base.ch
ch_city_gossau,Gossau,base.ch
ch_city_brislach,Brislach,base.ch
ch_city_augst_bl,Augst BL,base.ch
ch_city_zumholz,Zumholz,base.ch
ch_city_gampel,Gampel,base.ch
ch_city_villeret,Villeret,base.ch
ch_city_kehrsiten,Kehrsiten,base.ch
ch_city_miex,Miex,base.ch
ch_city_madulain,Madulain,base.ch
ch_city_zurich_ibrs_local,Zürich IBRS local,base.ch
ch_city_worb,Worb,base.ch
ch_city_schwanden_gl,Schwanden GL,base.ch
ch_city_oensingen_bahnhof_sbb,Oensingen Bahnhof SBB,base.ch
ch_city_portein,Portein,base.ch
ch_city_porto_ronco,Porto Ronco,base.ch
ch_city_motier_vully,Môtier (Vully),base.ch
ch_city_kallern,Kallern,base.ch
ch_city_la_rippe,La Rippe,base.ch
ch_city_horgenberg,Horgenberg,base.ch
ch_city_bonstetten,Bonstetten,base.ch
ch_city_la_chaux_de_fonds_1_dist,La Chaux-de-Fonds 1 Dist,base.ch
ch_city_l'isle,L'Isle,base.ch
ch_city_fisibach,Fisibach,base.ch
ch_city_savigny,Savigny,base.ch
ch_city_cremines,Crémines,base.ch
ch_city_crusch,Crusch,base.ch
ch_city_champtauroz,Champtauroz,base.ch
ch_city_beuson_nendaz,Beuson (Nendaz),base.ch
ch_city_belpberg,Belpberg,base.ch
ch_city_neuchatel_2,Neuchâtel 2,base.ch
ch_city_sagno,Sagno,base.ch
ch_city_leuggern,Leuggern,base.ch
ch_city_wohlen_ag_1_zustellung,Wohlen AG 1 Zustellung,base.ch
ch_city_thierrens,Thierrens,base.ch
ch_city_gwatt_thun,Gwatt (Thun),base.ch
ch_city_lenzburg_bahnhof_sbb,Lenzburg Bahnhof SBB,base.ch
ch_city_moriken_ag,Möriken AG,base.ch
ch_city_aadorf,Aadorf,base.ch
ch_city_mannenbach_salenstein,Mannenbach-Salenstein,base.ch
ch_city_martigny_postfinance,Martigny PostFinance,base.ch
ch_city_roggenburg,Roggenburg,base.ch
ch_city_denezy,Denezy,base.ch
ch_city_hintermoos,Hintermoos,base.ch
ch_city_tinizong,Tinizong,base.ch
ch_city_stehrenberg,Stehrenberg,base.ch
ch_city_meiringen_zustellung,Meiringen Zustellung,base.ch
ch_city_le_muids,Le Muids,base.ch
ch_city_villars_le_comte,Villars-le-Comte,base.ch
ch_city_nesselnbach,Nesselnbach,base.ch
ch_city_pitasch,Pitasch,base.ch
ch_city_oberrindal,Oberrindal,base.ch
ch_city_corcelles_sur_chavornay,Corcelles-sur-Chavornay,base.ch
ch_city_mumliswil,Mümliswil,base.ch
ch_city_oeschgen,Oeschgen,base.ch
ch_city_dorenaz_postauto_ag_schweiz,Dorénaz PostAuto AG Schweiz,base.ch
ch_city_sornetan,Sornetan,base.ch
ch_city_hildisrieden,Hildisrieden,base.ch
ch_city_prato_leventina,Prato (Leventina),base.ch
ch_city_grandson,Grandson,base.ch
ch_city_basel_2_zustellung,Basel 2 Zustellung,base.ch
ch_city_niederwald,Niederwald,base.ch
ch_city_losone_caserma,Losone Caserma,base.ch
ch_city_zurich_32_zustellung,Zürich 32 Zustellung,base.ch
ch_city_naters,Naters,base.ch
ch_city_hallwil,Hallwil,base.ch
ch_city_gansbrunnen,Gänsbrunnen,base.ch
ch_city_la_corbaz,La Corbaz,base.ch
ch_city_solothurn,Solothurn,base.ch
ch_city_sta_maria_val_mustair,Sta. Maria Val Müstair,base.ch
ch_city_stalden_vs,Stalden VS,base.ch
ch_city_loco,Loco,base.ch
ch_city_schmitten_fr,Schmitten FR,base.ch
ch_city_evionnaz,Evionnaz,base.ch
ch_city_bigenthal,Bigenthal,base.ch
ch_city_chandolin,Chandolin,base.ch
ch_city_rueyres_les_pres,Rueyres-les-Prés,base.ch
ch_city_hinwil_dist_ba,Hinwil Dist Ba,base.ch
ch_city_unterramsern,Unterramsern,base.ch
ch_city_hunikon_neftenbach,Hünikon (Neftenbach),base.ch
ch_city_windisch,Windisch,base.ch
ch_city_cassina_d'agno,Cassina d'Agno,base.ch
ch_city_st_brais,St-Brais,base.ch
ch_city_vicheres_liddes,Vichères (Liddes),base.ch
ch_city_gasel,Gasel,base.ch
ch_city_dallenwil,Dallenwil,base.ch
ch_city_oberembrach,Oberembrach,base.ch
ch_city_le_paquier_montbarry,Le Pâquier-Montbarry,base.ch
ch_city_bougy_villars,Bougy-Villars,base.ch
ch_city_schwanden_im_emmental,Schwanden im Emmental,base.ch
ch_city_marolta,Marolta,base.ch
ch_city_oltingen,Oltingen,base.ch
ch_city_hermrigen,Hermrigen,base.ch
ch_city_borgonovo,Borgonovo,base.ch
ch_city_ascona,Ascona,base.ch
ch_city_wikon,Wikon,base.ch
ch_city_zofingen_kc_pk/gk_4,Zofingen KC PK/GK 4,base.ch
ch_city_platta,Platta,base.ch
ch_city_la_comballaz,La Comballaz,base.ch
ch_city_oberried_am_brienzersee,Oberried am Brienzersee,base.ch
ch_city_lanterswil,Lanterswil,base.ch
ch_city_ulisbach,Ulisbach,base.ch
ch_city_lausanne_services_speciaux,Lausanne Services spéciaux,base.ch
ch_city_jaun,Jaun,base.ch
ch_city_lienz,Lienz,base.ch
ch_city_ennetbuhl,Ennetbühl,base.ch
ch_city_zell_zh,Zell ZH,base.ch
ch_city_le_tretien,Le Trétien,base.ch
ch_city_wilderswil,Wilderswil,base.ch
ch_city_balerna,Balerna,base.ch
ch_city_inden,Inden,base.ch
ch_city_matzingen,Matzingen,base.ch
ch_city_zurich_briefzentrum,Zürich Briefzentrum,base.ch
ch_city_oberramsern,Oberramsern,base.ch
ch_city_uerkheim,Uerkheim,base.ch
ch_city_wiler_b_utzenstorf,Wiler b. Utzenstorf,base.ch
ch_city_guntershausen_b_berg,Guntershausen b. Berg,base.ch
ch_city_le_bry,Le Bry,base.ch
ch_city_lugnorre,Lugnorre,base.ch
ch_city_l'etivaz,L'Etivaz,base.ch
ch_city_oberuzwil,Oberuzwil,base.ch
ch_city_harenwilen,Harenwilen,base.ch
ch_city_st_margrethen_sg_zust,St. Margrethen SG Zust,base.ch
ch_city_gruyeres,Gruyères,base.ch
ch_city_zizers,Zizers,base.ch
ch_city_buchen_im_prattigau,Buchen im Prättigau,base.ch
ch_city_riffenmatt,Riffenmatt,base.ch
ch_city_arolla,Arolla,base.ch
ch_city_rohrbach,Rohrbach,base.ch
ch_city_autafond,Autafond,base.ch
ch_city_lugaggia,Lugaggia,base.ch
ch_city_oberosch,Oberösch,base.ch
ch_city_saxonne_ayent,Saxonne (Ayent),base.ch
ch_city_spiez_zustellung,Spiez Zustellung,base.ch
ch_city_sagogn,Sagogn,base.ch
ch_city_rodels,Rodels,base.ch
ch_city_st_saphorin_lavaux,St-Saphorin (Lavaux),base.ch
ch_city_teufen,Teufen,base.ch
ch_city_wabern_2_x_weihnachten,Wabern 2 x Weihnachten,base.ch
ch_city_buchs_lu,Buchs LU,base.ch
ch_city_crissier_2,Crissier 2,base.ch
ch_city_luzern_postauto_zentralschw,Luzern Postauto Zentralschw,base.ch
ch_city_martigny_1_distribution,Martigny 1 Distribution,base.ch
ch_city_chur,Chur,base.ch
ch_city_sassel,Sassel,base.ch
ch_city_kerzers_zustellung,Kerzers Zustellung,base.ch
ch_city_brunig,Brünig,base.ch
ch_city_cernier,Cernier,base.ch
ch_city_darligen,Därligen,base.ch
ch_city_lodrino,Lodrino,base.ch
ch_city_huttikon,Hüttikon,base.ch
ch_city_egnach,Egnach,base.ch
ch_city_vers_chez_perrin,Vers-chez-Perrin,base.ch
ch_city_lajoux_ju,Lajoux JU,base.ch
ch_city_horhausen,Hörhausen,base.ch
ch_city_ebertswil,Ebertswil,base.ch
ch_city_biogno_beride,Biogno-Beride,base.ch
ch_city_hochstetten,Höchstetten,base.ch
ch_city_renens_vd_1,Renens VD 1,base.ch
ch_city_kreuzlingen_ifolor_ag,Kreuzlingen Ifolor AG,base.ch
ch_city_vaugondry,Vaugondry,base.ch
ch_city_mels_zustellung,Mels Zustellung,base.ch
ch_city_ilanz_zustellung,Ilanz Zustellung,base.ch
ch_city_rohrbachgraben,Rohrbachgraben,base.ch
ch_city_menziken,Menziken,base.ch
ch_city_einsiedeln_zustellung,Einsiedeln Zustellung,base.ch
ch_city_ostermundigen_zustellung,Ostermundigen Zustellung,base.ch
ch_city_arconciel,Arconciel,base.ch
ch_city_volleges,Vollèges,base.ch
ch_city_mathod,Mathod,base.ch
ch_city_surava,Surava,base.ch
ch_city_wienacht_tobel,Wienacht-Tobel,base.ch
ch_city_zollikon_dorf,Zollikon Dorf,base.ch
ch_city_libingen,Libingen,base.ch
ch_city_biel/bienne_dist_ba,Biel/Bienne Dist Ba,base.ch
ch_city_valeyres_sous_ursins,Valeyres-sous-Ursins,base.ch
ch_city_willadingen,Willadingen,base.ch
ch_city_jonen,Jonen,base.ch
ch_city_kilchberg_bl,Kilchberg BL,base.ch
ch_city_eclepens_cc_depot,Eclépens CC Dépôt,base.ch
ch_city_soazza,Soazza,base.ch
ch_city_degersheim,Degersheim,base.ch
ch_city_champagne,Champagne,base.ch
ch_city_knoblisbuhl,Knoblisbühl,base.ch
ch_city_martigny_gare_cff,Martigny Gare CFF,base.ch
ch_city_camedo,Camedo,base.ch
ch_city_hinterkappelen,Hinterkappelen,base.ch
ch_city_brugg_ag_1,Brugg AG 1,base.ch
ch_city_marin_epagnier_distribution,Marin-Epagnier Distribution,base.ch
ch_city_nuglar,Nuglar,base.ch
ch_city_samstagern,Samstagern,base.ch
ch_city_herbligen,Herbligen,base.ch
ch_city_ruti_b_buren,Rüti b. Büren,base.ch
ch_city_kirchenthurnen,Kirchenthurnen,base.ch
ch_city_orny,Orny,base.ch
ch_city_conches,Conches,base.ch
ch_city_muotathal,Muotathal,base.ch
ch_city_vogelsang,Vogelsang,base.ch
ch_city_liddes,Liddes,base.ch
ch_city_panex,Panex,base.ch
ch_city_ponte_cremenaga,Ponte Cremenaga,base.ch
ch_city_cham_zustellung,Cham Zustellung,base.ch
